109.762	113.683	87.719	-9.234	-5.952	0.187	-0.634
110.751	113.692	87.728	-9.273	-5.940	0.194	-0.634
111.747	113.700	87.735	-9.308	-5.927	0.201	-0.634
112.740	113.707	87.740	-9.338	-5.914	0.208	-0.636
113.729	113.712	87.744	-9.362	-5.899	0.215	-0.640
114.718	113.715	87.745	-9.380	-5.882	0.222	-0.646
115.711	113.716	87.743	-9.391	-5.862	0.229	-0.654
116.707	113.715	87.739	-9.396	-5.841	0.236	-0.664
117.703	113.711	87.732	-9.394	-5.820	0.243	-0.673
118.696	113.706	87.724	-9.390	-5.803	0.249	-0.681
119.696	113.697	87.711	-9.380	-5.782	0.256	-0.689
120.692	113.683	87.695	-9.367	-5.762	0.264	-0.696
121.685	113.667	87.676	-9.351	-5.744	0.272	-0.700
122.685	113.647	87.655	-9.334	-5.727	0.280	-0.701
123.678	113.626	87.633	-9.317	-5.713	0.288	-0.700
124.670	113.605	87.612	-9.301	-5.700	0.297	-0.695
125.670	113.584	87.592	-9.285	-5.689	0.305	-0.688
126.656	113.563	87.573	-9.272	-5.679	0.314	-0.678
127.652	113.544	87.555	-9.262	-5.672	0.322	-0.666
128.641	113.525	87.538	-9.256	-5.666	0.331	-0.650
129.630	113.508	87.523	-9.254	-5.662	0.339	-0.632
130.626	113.492	87.509	-9.254	-5.660	0.348	-0.611
131.619	113.477	87.496	-9.255	-5.660	0.356	-0.588
132.608	113.463	87.484	-9.257	-5.663	0.364	-0.562
133.604	113.448	87.471	-9.257	-5.668	0.372	-0.533
134.604	113.434	87.457	-9.253	-5.674	0.381	-0.502
135.597	113.419	87.444	-9.247	-5.682	0.388	-0.470
136.582	113.406	87.430	-9.236	-5.690	0.396	-0.438
137.575	113.394	87.419	-9.222	-5.697	0.403	-0.408
138.568	113.386	87.410	-9.207	-5.703	0.409	-0.382
139.564	113.377	87.400	-9.187	-5.708	0.417	-0.353
140.546	113.371	87.394	-9.165	-5.710	0.424	-0.328
141.535	113.368	87.391	-9.142	-5.707	0.432	-0.308
142.531	113.368	87.391	-9.118	-5.698	0.439	-0.293
143.527	113.370	87.393	-9.091	-5.683	0.446	-0.284
144.524	113.373	87.397	-9.060	-5.662	0.453	-0.282
145.520	113.378	87.402	-9.023	-5.635	0.461	-0.286
146.513	113.383	87.409	-8.981	-5.603	0.468	-0.295
147.509	113.390	87.416	-8.931	-5.567	0.475	-0.308
148.509	113.398	87.425	-8.874	-5.528	0.482	-0.325
149.498	113.408	87.436	-8.812	-5.487	0.489	-0.344
150.495	113.419	87.450	-8.743	-5.444	0.496	-0.363
151.487	113.432	87.465	-8.670	-5.400	0.503	-0.384
152.484	113.445	87.481	-8.593	-5.356	0.510	-0.404
153.480	113.457	87.497	-8.512	-5.312	0.517	-0.425
154.476	113.468	87.512	-8.429	-5.268	0.525	-0.445
155.476	113.476	87.526	-8.344	-5.225	0.532	-0.463
156.480	113.483	87.537	-8.257	-5.184	0.539	-0.479
157.480	113.488	87.546	-8.191	-5.156	0.545	-0.490
158.473	113.493	87.555	-8.105	-5.121	0.552	-0.501
159.480	113.497	87.565	-8.016	-5.089	0.560	-0.510
160.473	113.501	87.573	-7.928	-5.061	0.567	-0.516
161.465	113.503	87.580	-7.839	-5.037	0.574	-0.519
162.462	113.504	87.586	-7.750	-5.016	0.580	-0.520
163.454	113.504	87.591	-7.661	-5.000	0.587	-0.518
164.454	113.503	87.595	-7.571	-4.989	0.593	-0.513
165.443	113.500	87.600	-7.480	-4.982	0.599	-0.504
166.443	113.498	87.604	-7.388	-4.980	0.605	-0.492
167.440	113.495	87.608	-7.294	-4.981	0.610	-0.477
168.440	113.492	87.613	-7.199	-4.984	0.615	-0.460
169.432	113.491	87.619	-7.106	-4.988	0.619	-0.443
170.425	113.490	87.626	-7.015	-4.992	0.624	-0.426
171.414	113.490	87.633	-6.927	-4.995	0.628	-0.410
172.403	113.490	87.640	-6.842	-4.997	0.632	-0.396
173.396	113.490	87.648	-6.762	-4.997	0.636	-0.385
174.396	113.490	87.656	-6.688	-4.994	0.640	-0.376
175.392	113.490	87.663	-6.620	-4.989	0.644	-0.370
176.377	113.490	87.670	-6.569	-4.984	0.647	-0.366
177.366	113.490	87.678	-6.516	-4.979	0.651	-0.363
178.341	113.489	87.686	-6.464	-4.973	0.655	-0.360
179.333	113.488	87.694	-6.413	-4.967	0.659	-0.358
180.326	113.484	87.699	-6.365	-4.962	0.663	-0.357
181.315	113.479	87.703	-6.317	-4.958	0.667	-0.356
182.308	113.473	87.705	-6.267	-4.956	0.671	-0.355
183.297	113.464	87.704	-6.216	-4.955	0.675	-0.353
184.286	113.452	87.701	-6.163	-4.957	0.678	-0.350
185.282	113.437	87.695	-6.108	-4.959	0.681	-0.345
186.271	113.422	87.687	-6.054	-4.964	0.684	-0.338
187.256	113.406	87.677	-6.001	-4.969	0.687	-0.330
188.256	113.389	87.666	-5.950	-4.977	0.690	-0.319
189.256	113.374	87.655	-5.902	-4.985	0.692	-0.305
190.253	113.360	87.646	-5.855	-4.996	0.694	-0.288
191.242	113.347	87.638	-5.810	-5.008	0.696	-0.269
192.242	113.336	87.632	-5.762	-5.022	0.697	-0.247
193.245	113.325	87.627	-5.713	-5.037	0.699	-0.223
194.242	113.316	87.625	-5.662	-5.053	0.700	-0.198
195.245	113.309	87.626	-5.612	-5.068	0.701	-0.173
196.238	113.307	87.630	-5.571	-5.081	0.702	-0.154
197.194	113.307	87.638	-5.519	-5.095	0.703	-0.131
198.190	113.311	87.649	-5.462	-5.108	0.704	-0.109
199.183	113.318	87.664	-5.404	-5.120	0.704	-0.090
200.176	113.328	87.682	-5.344	-5.129	0.704	-0.074
201.172	113.340	87.703	-5.281	-5.134	0.705	-0.061
202.169	113.355	87.727	-5.217	-5.136	0.705	-0.050
203.161	113.371	87.753	-5.154	-5.136	0.705	-0.042
204.158	113.388	87.782	-5.091	-5.134	0.705	-0.034
205.154	113.407	87.812	-5.031	-5.130	0.705	-0.028
206.150	113.426	87.843	-4.976	-5.126	0.706	-0.021
207.143	113.444	87.873	-4.925	-5.123	0.706	-0.014
208.136	113.460	87.900	-4.880	-5.121	0.706	-0.006
209.128	113.473	87.924	-4.840	-5.121	0.707	0.003
210.117	113.481	87.943	-4.805	-5.123	0.707	0.012
211.106	113.484	87.957	-4.772	-5.128	0.708	0.023
212.103	113.482	87.965	-4.739	-5.136	0.708	0.035
213.103	113.475	87.968	-4.705	-5.147	0.708	0.048
214.095	113.465	87.967	-4.670	-5.162	0.708	0.062
215.092	113.455	87.963	-4.642	-5.175	0.708	0.074
216.073	113.440	87.954	-4.606	-5.194	0.708	0.090
217.062	113.423	87.942	-4.567	-5.215	0.707	0.107
218.059	113.403	87.927	-4.527	-5.237	0.707	0.125
219.051	113.382	87.910	-4.487	-5.259	0.705	0.143
220.051	113.359	87.891	-4.448	-5.282	0.704	0.161
221.044	113.335	87.872	-4.410	-5.306	0.702	0.180
222.037	113.311	87.854	-4.372	-5.331	0.700	0.201
223.033	113.287	87.838	-4.336	-5.359	0.697	0.222
224.029	113.264	87.825	-4.302	-5.389	0.695	0.245
225.026	113.244	87.817	-4.270	-5.419	0.692	0.266
226.022	113.227	87.813	-4.239	-5.449	0.689	0.287
227.033	113.215	87.815	-4.209	-5.476	0.686	0.304
228.037	113.207	87.821	-4.179	-5.502	0.682	0.318
229.033	113.203	87.831	-4.147	-5.525	0.679	0.329
230.044	113.202	87.843	-4.110	-5.546	0.676	0.336
231.037	113.205	87.855	-4.071	-5.565	0.672	0.340
232.037	113.197	87.871	-4.029	-5.581	0.669	0.340
233.040	113.202	87.891	-3.985	-5.595	0.665	0.336
234.037	113.210	87.910	-3.945	-5.605	0.661	0.330
235.011	113.220	87.930	-3.907	-5.613	0.658	0.322
236.011	113.234	87.955	-3.861	-5.620	0.654	0.311
237.011	113.249	87.981	-3.815	-5.627	0.650	0.297
238.007	113.264	88.006	-3.768	-5.633	0.646	0.283
239.004	113.278	88.030	-3.720	-5.639	0.642	0.268
240.004	113.292	88.053	-3.672	-5.646	0.638	0.253
241.011	113.302	88.073	-3.623	-5.655	0.634	0.238
242.004	113.310	88.089	-3.574	-5.665	0.629	0.223
242.996	113.313	88.100	-3.525	-5.678	0.625	0.210
244.007	113.312	88.106	-3.474	-5.694	0.621	0.197
245.004	113.307	88.107	-3.423	-5.714	0.617	0.185
245.982	113.299	88.105	-3.369	-5.736	0.614	0.175
247.011	113.289	88.100	-3.309	-5.761	0.609	0.167
247.952	113.280	88.096	-3.251	-5.787	0.605	0.160
248.993	113.271	88.092	-3.182	-5.818	0.601	0.155
249.960	113.264	88.090	-3.114	-5.849	0.597	0.151
251.000	113.258	88.090	-3.040	-5.884	0.592	0.150
251.927	113.255	88.092	-2.973	-5.916	0.587	0.151
253.011	113.252	88.096	-2.898	-5.955	0.582	0.153
253.989	113.251	88.100	-2.844	-5.984	0.579	0.156
255.092	113.250	88.107	-2.768	-6.030	0.573	0.163
255.985	113.250	88.114	-2.709	-6.070	0.569	0.170
257.081	113.249	88.123	-2.640	-6.122	0.563	0.181
258.007	113.248	88.131	-2.584	-6.169	0.558	0.193
259.077	113.247	88.140	-2.522	-6.226	0.552	0.208
260.033	113.245	88.148	-2.469	-6.278	0.547	0.222
261.004	113.243	88.155	-2.418	-6.330	0.542	0.237
262.059	113.238	88.161	-2.367	-6.385	0.536	0.251
263.059	113.231	88.164	-2.324	-6.434	0.530	0.263
264.070	113.221	88.164	-2.286	-6.479	0.524	0.273
265.077	113.209	88.161	-2.254	-6.520	0.518	0.281
266.073	113.193	88.154	-2.228	-6.558	0.512	0.286
267.081	113.175	88.145	-2.205	-6.595	0.505	0.291
268.070	113.156	88.133	-2.185	-6.632	0.499	0.295
269.062	113.136	88.120	-2.167	-6.669	0.492	0.299
270.062	113.115	88.108	-2.150	-6.709	0.485	0.303
271.048	113.097	88.096	-2.134	-6.749	0.479	0.307
272.048	113.080	88.087	-2.120	-6.791	0.472	0.310
273.070	113.068	88.082	-2.110	-6.823	0.467	0.312
274.044	113.056	88.079	-2.098	-6.864	0.461	0.313
275.059	113.046	88.079	-2.085	-6.907	0.454	0.314
276.051	113.037	88.080	-2.071	-6.951	0.448	0.315
277.040	113.030	88.083	-2.056	-6.997	0.441	0.316
278.051	113.023	88.087	-2.042	-7.045	0.435	0.317
279.029	113.017	88.092	-2.028	-7.092	0.428	0.318
280.029	113.011	88.098	-2.016	-7.140	0.420	0.318
281.040	113.008	88.107	-2.005	-7.188	0.413	0.319
282.033	113.007	88.118	-1.996	-7.235	0.405	0.320
283.029	113.009	88.132	-1.988	-7.282	0.397	0.321
284.033	113.013	88.149	-1.981	-7.330	0.390	0.323
285.026	113.019	88.169	-1.975	-7.379	0.382	0.326
286.022	113.026	88.190	-1.972	-7.429	0.374	0.330
287.015	113.033	88.212	-1.971	-7.479	0.367	0.335
288.007	113.038	88.232	-1.974	-7.531	0.360	0.342
289.018	113.042	88.251	-1.981	-7.585	0.353	0.350
290.000	113.046	88.269	-1.992	-7.637	0.346	0.358
290.996	113.049	88.286	-2.007	-7.691	0.339	0.366
291.978	113.051	88.300	-2.022	-7.734	0.334	0.373
292.967	113.055	88.315	-2.040	-7.783	0.328	0.380
293.967	113.060	88.333	-2.063	-7.834	0.321	0.389
294.967	113.064	88.349	-2.090	-7.884	0.314	0.396
295.960	113.069	88.365	-2.120	-7.931	0.308	0.403
296.960	113.071	88.379	-2.155	-7.976	0.301	0.410
297.945	113.071	88.389	-2.192	-8.017	0.294	0.414
298.938	113.069	88.396	-2.231	-8.057	0.288	0.417
299.938	113.062	88.399	-2.272	-8.094	0.281	0.419
300.927	113.052	88.398	-2.315	-8.130	0.274	0.418
301.919	113.040	88.393	-2.360	-8.166	0.267	0.416
302.923	113.025	88.385	-2.410	-8.201	0.259	0.413
303.916	113.009	88.375	-2.461	-8.237	0.252	0.409
304.901	112.993	88.364	-2.512	-8.273	0.245	0.404
305.894	112.976	88.353	-2.564	-8.310	0.237	0.399
306.883	112.961	88.341	-2.616	-8.346	0.230	0.394
307.872	112.946	88.329	-2.670	-8.381	0.222	0.387
308.853	112.931	88.317	-2.724	-8.414	0.215	0.380
309.861	112.917	88.304	-2.783	-8.447	0.207	0.371
310.857	112.903	88.291	-2.841	-8.477	0.199	0.364
311.828	112.893	88.281	-2.891	-8.501	0.193	0.358
312.824	112.880	88.268	-2.959	-8.531	0.185	0.351
313.821	112.867	88.256	-3.030	-8.561	0.177	0.344
314.813	112.857	88.244	-3.104	-8.589	0.170	0.338
315.817	112.847	88.235	-3.181	-8.617	0.161	0.331
316.821	112.840	88.227	-3.260	-8.643	0.154	0.324
317.806	112.834	88.221	-3.338	-8.667	0.146	0.316
318.795	112.830	88.217	-3.415	-8.688	0.138	0.307
319.795	112.826	88.214	-3.491	-8.707	0.131	0.295
320.791	112.824	88.212	-3.562	-8.724	0.124	0.283
321.784	112.822	88.209	-3.627	-8.740	0.117	0.270
322.769	112.820	88.206	-3.687	-8.754	0.111	0.258
323.777	112.817	88.203	-3.744	-8.769	0.104	0.245
324.777	112.815	88.199	-3.799	-8.783	0.097	0.234
325.780	112.814	88.196	-3.854	-8.798	0.091	0.225
326.780	112.814	88.194	-3.908	-8.813	0.084	0.218
327.777	112.817	88.195	-3.964	-8.828	0.077	0.213
328.773	112.823	88.197	-4.020	-8.845	0.070	0.211
329.766	112.830	88.201	-4.077	-8.862	0.064	0.212
330.729	112.835	88.204	-4.119	-8.875	0.059	0.214
331.722	112.841	88.207	-4.178	-8.894	0.052	0.219
332.725	112.847	88.209	-4.238	-8.912	0.045	0.225
333.722	112.851	88.209	-4.300	-8.929	0.038	0.232
334.714	112.854	88.206	-4.364	-8.945	0.030	0.239
335.707	112.855	88.202	-4.432	-8.959	0.023	0.245
336.692	112.855	88.195	-4.503	-8.972	0.016	0.251
337.685	112.855	88.186	-4.577	-8.984	0.008	0.258
338.685	112.857	88.178	-4.657	-8.997	0.001	0.264
339.674	112.860	88.170	-4.745	-9.010	-0.006	0.272
340.663	112.864	88.164	-4.834	-9.024	-0.013	0.281
341.659	112.870	88.159	-4.923	-9.038	-0.020	0.291
342.648	112.878	88.157	-5.010	-9.051	-0.026	0.302
343.656	112.889	88.157	-5.096	-9.063	-0.033	0.313
344.648	112.901	88.159	-5.180	-9.074	-0.039	0.325
345.634	112.915	88.162	-5.262	-9.084	-0.045	0.337
346.626	112.931	88.168	-5.343	-9.094	-0.051	0.350
347.619	112.949	88.175	-5.424	-9.102	-0.057	0.363
348.612	112.969	88.184	-5.503	-9.109	-0.062	0.376
349.579	112.988	88.192	-5.571	-9.115	-0.067	0.388
350.568	113.007	88.202	-5.638	-9.119	-0.072	0.399
351.560	113.032	88.215	-5.715	-9.124	-0.078	0.413
352.560	113.058	88.229	-5.793	-9.127	-0.083	0.427
353.557	113.085	88.244	-5.868	-9.130	-0.088	0.441
354.546	113.115	88.261	-5.943	-9.131	-0.093	0.455
355.538	113.145	88.280	-6.018	-9.132	-0.098	0.469
356.531	113.178	88.300	-6.091	-9.131	-0.103	0.483
