0.073	128.276	71.120	2.671	-3.669	-0.120	10.734
1.139	128.284	71.123	2.670	-3.677	-0.120	10.958
2.070	128.329	71.143	2.665	-3.707	-0.120	12.525
3.092	128.326	71.153	2.681	-3.482	-0.114	15.004
4.084	128.401	71.190	2.734	-3.478	-0.120	15.680
5.070	128.401	71.179	2.763	-3.324	-0.110	14.911
6.070	128.306	71.108	2.789	-3.316	-0.110	15.163
7.044	128.350	71.122	2.837	-3.341	-0.105	16.649
8.037	128.495	71.228	2.851	-3.439	-0.104	17.796
9.040	128.386	71.112	2.877	-3.198	-0.100	18.052
10.004	128.321	71.050	2.928	-3.199	-0.088	18.131
11.007	128.322	71.027	2.974	-3.029	-0.099	18.629
12.117	128.392	71.095	3.001	-3.131	-0.091	19.574
13.099	128.354	71.055	3.047	-2.976	-0.092	20.435
14.106	128.392	71.074	3.112	-3.081	-0.088	21.289
15.110	128.502	71.122	3.134	-2.955	-0.077	22.296
16.092	128.346	71.007	3.181	-2.977	-0.079	23.671
17.092	128.449	71.058	3.210	-3.015	-0.072	25.278
18.081	128.459	71.057	3.234	-3.028	-0.071	26.424
19.084	128.508	71.099	3.281	-2.887	-0.062	26.906
20.081	128.502	71.091	3.331	-2.831	-0.066	27.046
21.051	128.434	71.029	3.350	-2.580	-0.060	27.096
22.051	128.527	71.084	3.395	-2.609	-0.054	27.119
23.051	128.550	71.090	3.445	-2.913	-0.055	27.135
24.026	128.572	71.089	3.497	-2.671	-0.046	27.147
25.029	128.431	70.978	3.509	-2.655	-0.048	27.155
26.037	128.489	71.021	3.553	-2.796	-0.036	27.160
27.011	128.529	71.013	3.591	-2.680	-0.039	27.166
28.000	128.366	70.882	3.286	-2.522	-0.013	27.167
28.993	128.545	71.008	3.659	-2.667	-0.029	27.163
29.985	128.595	71.043	3.695	-2.621	-0.027	27.165
30.978	128.583	71.031	3.696	-2.454	-0.022	27.158
31.956	128.544	71.013	3.693	-2.706	-0.017	27.068
32.952	128.555	71.001	3.747	-2.759	-0.015	26.469
33.945	128.502	70.960	3.802	-2.811	-0.004	24.722
34.919	128.499	70.966	3.824	-2.716	-0.001	22.299
35.919	128.555	70.996	3.809	-2.732	-0.005	20.444
36.927	128.557	70.997	3.837	-2.802	-0.001	19.627
37.912	128.385	70.877	3.835	-2.766	0.005	19.283
38.901	128.547	70.990	3.879	-2.859	0.010	18.978
39.901	128.644	71.037	3.923	-2.810	0.008	18.353
40.886	128.559	70.965	3.912	-2.759	0.016	16.932
41.879	128.529	70.969	3.932	-2.774	0.020	14.898
42.864	128.547	70.964	3.951	-2.745	0.025	13.442
43.864	128.575	71.006	3.940	-2.850	0.027	13.543
44.861	128.496	70.937	3.929	-2.933	0.030	14.934
45.839	128.517	70.924	3.924	-2.856	0.035	16.451
46.835	128.535	70.949	3.923	-2.879	0.044	17.406
47.835	128.507	70.934	3.910	-2.837	0.041	17.551
48.820	128.508	70.947	3.892	-2.927	0.048	16.941
49.813	128.509	70.966	3.858	-2.877	0.053	16.147
50.813	128.504	70.959	3.826	-2.915	0.056	16.185
51.795	128.526	70.999	3.778	-2.858	0.058	17.370
52.791	128.498	70.967	3.743	-2.961	0.061	18.912
53.787	128.484	70.969	3.695	-3.200	0.063	20.247
54.802	128.520	70.990	3.682	-3.120	0.067	21.555
55.791	128.521	71.004	3.688	-3.039	0.070	22.250
56.744	128.542	71.011	3.652	-3.065	0.079	21.893
57.733	128.516	71.001	3.623	-3.123	0.076	21.380
58.722	128.525	71.006	3.592	-3.198	0.084	21.510
59.714	128.453	70.943	3.534	-3.202	0.084	22.100
60.711	128.449	70.947	3.495	-3.233	0.089	23.093
61.711	128.495	70.988	3.444	-3.173	0.094	24.517
62.703	128.480	70.987	3.395	-3.216	0.096	25.848
63.692	128.478	70.987	3.335	-3.291	0.100	26.640
64.692	128.596	71.094	3.281	-3.377	0.099	26.968
65.685	128.469	70.992	3.197	-3.392	0.101	27.078
66.670	128.412	70.953	3.123	-3.330	0.112	27.117
67.656	128.444	70.984	3.061	-3.414	0.108	27.135
68.648	128.448	71.000	2.995	-3.452	0.110	27.152
